,City,lat,lng,max temp,Humidity,Cloudiness,Wind Speed,Country,Date
936,matara,5.9485,80.5353,25.650000000000034,89.0,100.0,4.5,LK,1623089042.0
937,kota belud,6.351,116.4305,26.920000000000016,90.0,100.0,1.75,MY,1623089042.0
938,tibati,6.4667,12.6333,19.79000000000002,96.0,70.0,0.83,CM,1623089043.0
939,hilo,19.7297,-155.09,25.340000000000032,83.0,50.0,1.34,US,1623089043.0
940,mehamn,71.0357,27.8492,8.950000000000045,56.0,65.0,2.41,NO,1623089044.0
941,ejido,8.5514,-71.2375,21.54000000000002,87.0,99.0,1.81,VE,1623089044.0
942,araouane,18.9048,-3.5265,42.960000000000036,5.0,4.0,6.7,ML,1623089045.0
943,odweyne,9.4092,45.064,27.07000000000005,37.0,4.0,3.49,SO,1623089045.0
944,polson,47.6936,-114.1632,14.29000000000002,43.0,66.0,0.89,US,1623089046.0
945,anadyr,64.75,177.4833,5.0,65.0,92.0,1.79,RU,1623089046.0
946,murashi,59.3999,48.9615,11.590000000000032,47.0,13.0,3.32,RU,1623089047.0
947,tiarei,-17.5333,-149.3333,25.010000000000048,77.0,25.0,4.77,PF,1623089047.0
949,lavrentiya,65.5833,-171.0,0.21000000000003638,86.0,100.0,2.39,RU,1623089047.0
950,tarauaca,-8.1614,-70.7656,31.260000000000048,58.0,89.0,0.96,BR,1623089048.0
951,severnyy-kospashskiy,59.0925,57.8008,9.220000000000027,44.0,5.0,2.13,RU,1623089048.0
952,greenwood,34.1668,-82.1165,29.720000000000027,74.0,40.0,2.57,US,1623089048.0
953,terrasini,38.146,13.0844,22.27000000000004,75.0,20.0,3.6,IT,1623089049.0
954,port hardy,50.6996,-127.4199,11.560000000000002,75.0,100.0,3.17,CA,1623089049.0
955,kidal,18.4411,1.4078,40.900000000000034,10.0,3.0,4.85,ML,1623089049.0
957,san pedro de macoris,18.4616,-69.2972,29.99000000000001,57.0,96.0,5.1,DO,1623088816.0
960,angoche,-16.2325,39.9086,21.930000000000007,80.0,73.0,4.08,MZ,1623089051.0
961,conceicao do araguaia,-8.2578,-49.2647,32.19,33.0,89.0,2.43,BR,1623088882.0
962,gurupa,-1.405,-51.64,30.670000000000016,60.0,37.0,1.58,BR,1623089052.0
963,kahului,20.8947,-156.47,26.58000000000004,81.0,8.0,4.47,US,1623089052.0
964,rio de janeiro,-22.9028,-43.2075,27.970000000000027,70.0,20.0,5.14,BR,1623088502.0
965,kudahuvadhoo,2.6708,72.8944,28.590000000000032,69.0,10.0,7.28,MV,1623089053.0
966,kalangala,-0.3089,32.225,22.640000000000043,68.0,1.0,4.58,UG,1623089053.0
967,vaini,-21.2,-175.2,23.75,81.0,78.0,4.59,TO,1623089054.0
968,sulangan,11.1373,123.7228,28.090000000000032,74.0,98.0,1.16,PH,1623089054.0
969,san carlos de bariloche,-41.1456,-71.3082,7.080000000000041,81.0,90.0,2.99,AR,1623089055.0
972,zaragoza,41.6561,-0.8773,30.08000000000004,24.0,0.0,2.24,ES,1623089055.0
973,ketchikan,55.3422,-131.6461,13.25,66.0,99.0,0.89,US,1623088918.0
974,north bend,43.4065,-124.2243,15.689999999999998,76.0,90.0,2.57,US,1623089056.0
975,buritizeiro,-17.3511,-44.9622,31.5,28.0,37.0,1.27,BR,1623088923.0
978,camacha,33.0833,-16.3333,21.420000000000016,64.0,40.0,6.69,PT,1623089056.0
979,guymon,36.6828,-101.4816,30.82000000000005,51.0,1.0,0.0,US,1623089057.0
980,nuuk,64.1835,-51.7216,7.340000000000032,76.0,75.0,4.12,GL,1623089057.0
981,alofi,-19.0595,-169.9187,25.680000000000007,75.0,87.0,6.12,NU,1623089057.0
982,lagoa,39.05,-27.9833,18.360000000000014,89.0,91.0,6.52,PT,1623089058.0
983,necochea,-38.5473,-58.7368,13.910000000000025,47.0,100.0,5.92,AR,1623089058.0
984,abha,18.2164,42.5053,23.960000000000036,35.0,67.0,1.22,SA,1623089058.0
985,kokopo,-4.352,152.2633,24.77000000000004,85.0,86.0,1.88,PG,1623089059.0
986,kapaa,22.0752,-159.319,26.99000000000001,76.0,27.0,0.89,US,1623089059.0
987,awka,6.2101,7.0741,27.129999999999995,70.0,31.0,1.66,NG,1623089059.0
988,melivoia,39.75,22.8,22.620000000000005,85.0,92.0,2.01,GR,1623089060.0
989,klaksvik,62.2266,-6.589,11.510000000000048,92.0,100.0,8.64,FO,1623089060.0
990,albany,42.6001,-73.9662,34.54000000000002,39.0,14.0,0.45,US,1623089060.0
991,buraydah,26.326,43.975,35.52000000000004,8.0,2.0,5.66,SA,1623089061.0
992,soe,-9.8607,124.284,15.720000000000027,83.0,47.0,1.77,ID,1623089061.0
993,athabasca,54.7169,-113.2854,12.25,71.0,59.0,5.74,CA,1623088804.0
994,korhogo,9.45,-5.6333,28.99000000000001,59.0,83.0,0.54,CI,1623089062.0
995,brae,60.3964,-1.353,11.950000000000045,69.0,96.0,3.5,GB,1623089062.0
996,santa fe,-31.6333,-60.7,13.439999999999998,78.0,100.0,2.74,AR,1623088811.0
997,kamyshevatskaya,46.4132,37.9563,18.390000000000043,74.0,22.0,8.2,RU,1623089063.0
998,vila velha,-20.3297,-40.2925,26.640000000000043,72.0,12.0,0.89,BR,1623088822.0
999,mataura,-46.1927,168.8643,3.8799999999999955,94.0,3.0,1.08,NZ,1623089063.0
